Date,LBMA/GOLD usd (pm)
"1974-09-16",152.75
"1974-09-17",147.75
"1974-09-18",148
"1974-09-19",149.5
"1974-09-20",146
"1974-09-23",148
"1974-09-24",147.5
"1974-09-25",147.25
"1974-09-26",145.4
"1974-09-27",148.75
"1974-09-30",151.25
"1974-10-01",155.75
"1974-10-02",154
"1974-10-03",155.65
"1974-10-04",159
"1974-10-07",157.5
"1974-10-08",155.1
"1974-10-09",155.7
"1974-10-10",158.25
"1974-10-11",157
"1974-10-14",154.85
"1974-10-15",155
"1974-10-16",155
"1974-10-17",155
"1974-10-18",155.25
"1974-10-21",157
"1974-10-22",158
"1974-10-23",157.8
"1974-10-24",162
"1974-10-25",163.25
"1974-10-28",167.5
"1974-10-29",168.25
"1974-10-30",168
"1974-10-31",167
"1974-11-01",167.75
"1974-11-04",169.25
"1974-11-05",173.75
"1974-11-06",178
"1974-11-07",177.25
"1974-11-08",183
"1974-11-11",182
"1974-11-12",180
"1974-11-13",185.25
"1974-11-14",188.25
"1974-11-15",187.5
"1974-11-18",190.5
"1974-11-19",187.75
"1974-11-20",180.5
"1974-11-21",182.5
"1974-11-22",182
"1974-11-25",183.75
"1974-11-26",186
"1974-11-27",184.25
"1974-11-28",181.5
"1974-11-29",184
"1974-12-02",185.75
"1974-12-03",183
"1974-12-04",174.25
"1974-12-05",178.5
"1974-12-06",180.9
"1974-12-09",180.5
"1974-12-10",178
"1974-12-11",174.75
"1974-12-12",175.75
"1974-12-13",179.75
"1974-12-16",183
"1974-12-17",188.5
"1974-12-18",187
"1974-12-19",186.25
"1974-12-20",187.5
"1974-12-23",193
"1974-12-24",null
"1974-12-27",195
"1974-12-30",195.25
"1974-12-31",186.5
"1975-01-02",175
"1975-01-03",174
"1975-01-06",173.5
"1975-01-07",169.5
"1975-01-08",180
"1975-01-09",179
"1975-01-10",177.25
"1975-01-13",180.25
"1975-01-14",177.1
"1975-01-15",178.25
"1975-01-16",176
"1975-01-17",173.75
"1975-01-20",175
"1975-01-21",175.75
"1975-01-22",175.5
"1975-01-23",174
"1975-01-24",177.5
"1975-01-27",179
"1975-01-28",176.5
"1975-01-29",178
"1975-01-30",177.25
"1975-01-31",175.8
"1975-02-03",176.25
"1975-02-04",174.25
"1975-02-05",175
"1975-02-06",173.4
"1975-02-07",174.5
"1975-02-10",174
"1975-02-11",174.5
"1975-02-12",174.9
"1975-02-13",178.6
"1975-02-14",184
"1975-02-17",181.4
"1975-02-18",181
"1975-02-19",184.25
"1975-02-20",183.75
"1975-02-21",184.75
"1975-02-24",185.25
"1975-02-25",185
"1975-02-26",183
"1975-02-27",182.25
"1975-02-28",181.75
"1975-03-03",181.85
"1975-03-04",179.75
"1975-03-05",178.5
"1975-03-06",180.5
"1975-03-07",178
"1975-03-10",176.25
"1975-03-11",178.9
"1975-03-12",177.5
"1975-03-13",178.75
"1975-03-14",178
"1975-03-17",177.75
"1975-03-18",178.5
"1975-03-19",178.5
"1975-03-20",177.25
"1975-03-21",176.25
"1975-03-24",177
"1975-03-25",176.75
"1975-03-26",177.75
"1975-03-27",177.25
"1975-04-01",177.25
"1975-04-02",177.25
"1975-04-03",175.6
"1975-04-04",173.65
"1975-04-07",172.6
"1975-04-08",174
"1975-04-09",173.1
"1975-04-10",172.5
"1975-04-11",171.9
"1975-04-14",167.5
"1975-04-15",164
"1975-04-16",166.5
"1975-04-17",167.5
"1975-04-18",170.25
"1975-04-21",165.6
"1975-04-22",165.5
"1975-04-23",168
"1975-04-24",167.2
"1975-04-25",166.1
"1975-04-28",166.5
"1975-04-29",167.05
"1975-04-30",167
"1975-05-01",166
"1975-05-02",165.5
"1975-05-05",163.5
"1975-05-06",164
"1975-05-07",165.25
"1975-05-08",166.25
"1975-05-09",165.75
"1975-05-12",165.4
"1975-05-13",165.5
"1975-05-14",166.75
"1975-05-15",166
"1975-05-16",165.75
"1975-05-19",167.75
"1975-05-20",166.9
"1975-05-21",168.5
"1975-05-22",174.75
"1975-05-23",173.4
"1975-05-27",172
"1975-05-28",171
"1975-05-29",168.25
"1975-05-30",167
"1975-06-02",161.75
"1975-06-03",165.25
"1975-06-04",165.75
"1975-06-05",164.5
"1975-06-06",165.25
"1975-06-09",165.35
"1975-06-10",165.9
"1975-06-11",164.75
"1975-06-12",165.5
"1975-06-13",164.35
"1975-06-16",164
"1975-06-17",164
"1975-06-18",163.75
"1975-06-19",162.85
"1975-06-20",162.5
"1975-06-23",162.4
"1975-06-24",162.4
"1975-06-25",164
"1975-06-26",164
"1975-06-27",164.5
"1975-06-30",166.25
"1975-07-01",166.5
"1975-07-02",165
"1975-07-03",164
"1975-07-04",164.25
"1975-07-07",162.5
"1975-07-08",164
"1975-07-09",165.85
"1975-07-10",163.25
"1975-07-11",165.3
"1975-07-14",166.75
"1975-07-15",165
"1975-07-16",164.1
"1975-07-17",164.1
"1975-07-18",164
"1975-07-21",164.25
"1975-07-22",165.25
"1975-07-23",164.25
"1975-07-24",164.85
"1975-07-25",166.25
"1975-07-28",167
"1975-07-29",168.4
"1975-07-30",167.25
"1975-07-31",166.7
"1975-08-01",166.75
"1975-08-04",166.5
"1975-08-05",166.05
"1975-08-06",164.85
"1975-08-07",165.3
"1975-08-08",164.35
"1975-08-11",161.9
"1975-08-12",163.5
"1975-08-13",162.3
"1975-08-14",161.8
"1975-08-15",162.1
"1975-08-18",161.7
"1975-08-19",161.35
"1975-08-20",162.7
"1975-08-21",161.9
"1975-08-22",161.95
"1975-08-26",161.85
"1975-08-27",161.4
"1975-08-28",161.9
"1975-08-29",159.8
"1975-09-01",155
"1975-09-02",149.25
"1975-09-03",150.35
"1975-09-04",153.25
"1975-09-05",153.25
"1975-09-08",152.25
"1975-09-09",148.5
"1975-09-10",149.9
"1975-09-11",147.65
"1975-09-12",148
"1975-09-15",148.25
"1975-09-16",147.1
"1975-09-17",142.9
"1975-09-18",139.5
"1975-09-19",135.5
"1975-09-22",136.6
"1975-09-23",128.75
"1975-09-24",132.75
"1975-09-25",134.5
"1975-09-26",136.3
"1975-09-29",139.25
"1975-09-30",141.25
"1975-10-01",143.5
"1975-10-02",144.65
"1975-10-03",138.9
"1975-10-06",140.75
"1975-10-07",142.5
"1975-10-08",139.3
"1975-10-09",140
"1975-10-10",142.25
"1975-10-13",142
"1975-10-14",140.5
"1975-10-15",142.75
"1975-10-16",143.25
"1975-10-17",144.9
"1975-10-20",144.75
"1975-10-21",146.25
"1975-10-22",144.5
"1975-10-23",144.15
"1975-10-24",143.5
"1975-10-27",142.9
"1975-10-28",142.7
"1975-10-29",142.75
"1975-10-30",143.75
"1975-10-31",142.9
"1975-11-03",143.25
"1975-11-04",144
"1975-11-05",145.9
"1975-11-06",145.9
"1975-11-07",144.6
"1975-11-10",144.2
"1975-11-11",144.25
"1975-11-12",143.85
"1975-11-13",143.85
"1975-11-14",142
"1975-11-17",142
"1975-11-18",139.25
"1975-11-19",141.75
"1975-11-20",142.4
"1975-11-21",141.35
"1975-11-24",140.6
"1975-11-25",141.4
"1975-11-26",140.6
"1975-11-27",139
"1975-11-28",138.15
"1975-12-01",137.9
"1975-12-02",139.3
"1975-12-03",139.45
"1975-12-04",138.85
"1975-12-05",138
"1975-12-08",137.25
"1975-12-09",137.25
"1975-12-10",139.4
"1975-12-11",140.2
"1975-12-12",138.7
"1975-12-15",138.15
"1975-12-16",138.8
"1975-12-17",138.85
"1975-12-18",138.9
"1975-12-19",139.1
"1975-12-22",142.4
"1975-12-23",140.8
"1975-12-24",null
"1975-12-29",141.75
"1975-12-30",140.75
"1975-12-31",140.25
"1976-01-02",140.35
"1976-01-05",138.6
"1976-01-06",139
"1976-01-07",138.35
"1976-01-08",135.8
"1976-01-09",136.55
"1976-01-12",136.65
"1976-01-13",132
"1976-01-14",130.35
"1976-01-15",132.5
"1976-01-16",130.8
"1976-01-19",128.9
"1976-01-20",124.6
"1976-01-21",124.9
"1976-01-22",126.15
"1976-01-23",129
"1976-01-26",125.65
"1976-01-27",126.25
"1976-01-28",128.1
"1976-01-29",128.6
"1976-01-30",128.15
"1976-02-02",130.4
"1976-02-03",131.7
"1976-02-04",129.75
"1976-02-05",128.75
"1976-02-06",130.6
"1976-02-09",130.1
"1976-02-10",129.5
"1976-02-11",130.85
"1976-02-12",131.3
"1976-02-13",131.1
"1976-02-16",131.25
"1976-02-17",130.15
"1976-02-18",131.2
"1976-02-19",131
"1976-02-20",131.75
"1976-02-23",131.65
"1976-02-24",132.45
"1976-02-25",133.4
"1976-02-26",132.2
"1976-02-27",132.3
"1976-03-01",132.3
"1976-03-02",131.4
"1976-03-03",132.25
"1976-03-04",132.25
"1976-03-05",133.7
"1976-03-08",132.75
"1976-03-09",132.9
"1976-03-10",133.9
"1976-03-11",133.65
"1976-03-12",133.35
"1976-03-15",133.8
"1976-03-16",132.5
"1976-03-17",133.35
"1976-03-18",134.25
"1976-03-19",133.6
"1976-03-22",133.75
"1976-03-23",133.1
"1976-03-24",133.6
"1976-03-25",132.7
"1976-03-26",131.8
"1976-03-29",130.1
"1976-03-30",128.7
"1976-03-31",129.6
"1976-04-01",129.2
"1976-04-02",129.1
"1976-04-05",127.25
"1976-04-06",128.3
"1976-04-07",127.7
"1976-04-08",128.2
"1976-04-09",127.7
"1976-04-12",127.2
"1976-04-13",128.1
"1976-04-14",127.7
"1976-04-15",127.75
"1976-04-20",127.85
"1976-04-21",127.25
"1976-04-22",127.3
"1976-04-23",127.4
"1976-04-26",127.8
"1976-04-27",128.7
"1976-04-28",128
"1976-04-29",127.9
"1976-04-30",128.4
"1976-05-03",128.35
"1976-05-04",127.75
"1976-05-05",127.25
"1976-05-06",126.9
"1976-05-07",128.25
"1976-05-10",128.45
"1976-05-11",127.85
"1976-05-12",127.9
"1976-05-13",127.7
"1976-05-14",127.7
"1976-05-17",127.7
"1976-05-18",127.5
"1976-05-19",126.8
"1976-05-20",125.65
"1976-05-21",125.8
"1976-05-24",125.2
"1976-05-25",124.5
"1976-05-26",125.75
"1976-05-27",126.2
"1976-05-28",125.5
"1976-06-01",126.65
"1976-06-02",126.9
"1976-06-03",127.2
"1976-06-04",126.6
"1976-06-07",127.1
"1976-06-08",127.4
"1976-06-09",127
"1976-06-10",126.65
"1976-06-11",125.5
"1976-06-14",125.8
"1976-06-15",125.7
"1976-06-16",125
"1976-06-17",125.8
"1976-06-18",125.85
"1976-06-21",125.8
"1976-06-22",125.2
"1976-06-23",124.7
"1976-06-24",124.5
"1976-06-25",124.85
"1976-06-28",123.9
"1976-06-29",123.7
"1976-06-30",123.8
"1976-07-01",122.9
"1976-07-02",123.25
"1976-07-05",123.15
"1976-07-06",123.3
"1976-07-07",123.3
"1976-07-08",123.1
"1976-07-09",122.5
"1976-07-12",121.85
"1976-07-13",122.25
"1976-07-14",122.2
"1976-07-15",121.4
"1976-07-16",117.85
"1976-07-19",114.15
"1976-07-20",107.75
"1976-07-21",113
"1976-07-22",111.75
"1976-07-23",111
"1976-07-26",113
"1976-07-27",114.15
"1976-07-28",114
"1976-07-29",112.25
"1976-07-30",112.5
"1976-08-02",111.9
"1976-08-03",111.6
"1976-08-04",113.4
"1976-08-05",112.6
"1976-08-06",112.8
"1976-08-09",112.7
"1976-08-10",113.4
"1976-08-11",113.55
"1976-08-12",113.2
"1976-08-13",113.4
"1976-08-16",113.15
"1976-08-17",112.15
"1976-08-18",108.1
"1976-08-19",109.45
"1976-08-20",109
"1976-08-23",106.6
"1976-08-24",104.8
"1976-08-25",103.5
"1976-08-26",105
"1976-08-27",104.2
"1976-08-31",104
"1976-09-01",105.7
"1976-09-02",106.1
"1976-09-03",107.4
"1976-09-06",113.65
"1976-09-07",110.75
"1976-09-08",111.6
"1976-09-09",112
"1976-09-10",115.7
"1976-09-13",114.4
"1976-09-14",111.6
"1976-09-15",111.25
"1976-09-16",114
"1976-09-17",119.5
"1976-09-20",115.4
"1976-09-21",119.9
"1976-09-22",118
"1976-09-23",117.75
"1976-09-24",119.15
"1976-09-27",118.9
"1976-09-28",116.25
"1976-09-29",116.2
"1976-09-30",116
"1976-10-01",116
"1976-10-04",114.35
"1976-10-05",114.45
"1976-10-06",115.25
"1976-10-07",115.5
"1976-10-08",114
"1976-10-11",114.5
"1976-10-12",114.7
"1976-10-13",114.65
"1976-10-14",114.85
"1976-10-15",115.7
"1976-10-18",116.2
"1976-10-19",115.4
"1976-10-20",114.9
"1976-10-21",116
"1976-10-22",115.5
"1976-10-25",115.85
"1976-10-26",117.45
"1976-10-27",117.85
"1976-10-28",122.75
"1976-10-29",123.15
"1976-11-01",122.6
"1976-11-02",122.5
"1976-11-03",125.85
"1976-11-04",124
"1976-11-05",127
"1976-11-08",131.5
"1976-11-09",130.55
"1976-11-10",136.25
"1976-11-11",133.2
"1976-11-12",135.6
"1976-11-15",138.85
"1976-11-16",133.2
"1976-11-17",131.25
"1976-11-18",128.65
"1976-11-19",130.2
"1976-11-22",133.9
"1976-11-23",133.45
"1976-11-24",130.75
"1976-11-25",130.75
"1976-11-26",130.25
"1976-11-29",129.65
"1976-11-30",130.25
"1976-12-01",130.5
"1976-12-02",130.85
"1976-12-03",131.05
"1976-12-06",134
"1976-12-07",134.85
"1976-12-08",135.65
"1976-12-09",136.5
"1976-12-10",137.65
"1976-12-13",135.4
"1976-12-14",134.6
"1976-12-15",134.8
"1976-12-16",134.4
"1976-12-17",131.9
"1976-12-20",132.35
"1976-12-21",133.6
"1976-12-22",133.6
"1976-12-23",132.35
"1976-12-24",null
"1976-12-29",134.25
"1976-12-30",134.75
"1976-12-31",134.5
"1977-01-04",135.7
"1977-01-05",133.05
"1977-01-06",132.6
"1977-01-07",132.8
"1977-01-10",131
"1977-01-11",129.75
"1977-01-12",130.5
"1977-01-13",132.2
"1977-01-14",131.45
"1977-01-17",131.57
"1977-01-18",132.8
"1977-01-19",132.7
"1977-01-20",133.1
"1977-01-21",132.2
"1977-01-24",132.3
"1977-01-25",133.5
"1977-01-26",132.15
"1977-01-27",132.3
"1977-01-28",131.3
"1977-01-31",132.3
"1977-02-01",132.6
"1977-02-02",132.1
"1977-02-03",133
"1977-02-04",132.45
"1977-02-07",134.25
"1977-02-08",134.7
"1977-02-09",136.1
"1977-02-10",135.85
"1977-02-11",135
"1977-02-14",136.45
"1977-02-15",135.9
"1977-02-16",135.9
"1977-02-17",136.4
"1977-02-18",136.6
"1977-02-21",137.5
"1977-02-22",138.1
"1977-02-23",139.15
"1977-02-24",141.25
"1977-02-25",139.93
"1977-02-28",142.75
"1977-03-01",141.4
"1977-03-02",145.05
"1977-03-03",144.7
"1977-03-04",145.4
"1977-03-07",148.3
"1977-03-08",148.25
"1977-03-09",145.9
"1977-03-10",147.05
"1977-03-11",146.3
"1977-03-14",145.75
"1977-03-15",146.45
"1977-03-16",147.5
"1977-03-17",148.9
"1977-03-18",150.05
"1977-03-21",152
"1977-03-22",150.4
"1977-03-23",152.8
"1977-03-24",152.75
"1977-03-25",153.55
"1977-03-28",150
"1977-03-29",148.4
"1977-03-30",149.45
"1977-03-31",148.9
"1977-04-01",148.3
"1977-04-04",150.3
"1977-04-05",148.65
"1977-04-06",148.6
"1977-04-07",148.7
"1977-04-12",149.7
"1977-04-13",152.2
"1977-04-14",152.05
"1977-04-15",150.65
"1977-04-18",151
"1977-04-19",150.45
"1977-04-20",149.5
"1977-04-21",148.1
"1977-04-22",149.7
"1977-04-25",148.75
"1977-04-26",147.15
"1977-04-27",147.5
"1977-04-28",145.6
"1977-04-29",147.25
"1977-05-02",148.35
"1977-05-03",148.25
"1977-05-04",148.1
"1977-05-05",146.95
"1977-05-06",148.25
"1977-05-09",147.3
"1977-05-10",147.5
"1977-05-11",147.7
"1977-05-12",147.2
"1977-05-13",148.15
"1977-05-16",147.65
"1977-05-17",147.8
"1977-05-18",146.9
"1977-05-19",146.85
"1977-05-20",147.35
"1977-05-23",146.5
"1977-05-24",144.8
"1977-05-25",144.75
"1977-05-26",143.7
"1977-05-27",144.4
"1977-05-30",143.9
"1977-05-31",142.95
"1977-06-01",143.85
"1977-06-02",141.95
"1977-06-03",141.45
"1977-06-08",142.3
"1977-06-09",140.6
"1977-06-10",140
"1977-06-13",138.4
"1977-06-14",137.1
"1977-06-15",138.9
"1977-06-16",139.85
"1977-06-17",138.75
"1977-06-20",139.85
"1977-06-21",141.3
"1977-06-22",139.45
"1977-06-23",140.15
"1977-06-24",140.8
"1977-06-27",142.5
"1977-06-28",143
"1977-06-29",142.35
"1977-06-30",143
"1977-07-01",142.55
"1977-07-04",140.5
"1977-07-05",141.25
"1977-07-06",140.55
"1977-07-07",141.45
"1977-07-08",142.05
"1977-07-11",140.9
"1977-07-12",141.8
"1977-07-13",142.8
"1977-07-14",143.85
"1977-07-15",144.6
"1977-07-18",143.55
"1977-07-19",145.5
"1977-07-20",144.9
"1977-07-21",144
"1977-07-22",144.7
"1977-07-25",146.4
"1977-07-26",145.65
"1977-07-27",145.8
"1977-07-28",144.35
"1977-07-29",144.1
"1977-08-01",144.2
"1977-08-02",145.8
"1977-08-03",146
"1977-08-04",146.75
"1977-08-05",145.45
"1977-08-08",145.8
"1977-08-09",146.5
"1977-08-10",145.85
"1977-08-11",145.35
"1977-08-12",144.9
"1977-08-15",144.15
"1977-08-16",143.3
"1977-08-17",143.7
"1977-08-18",143.55
"1977-08-19",144.5
"1977-08-22",144.1
"1977-08-23",143.4
"1977-08-24",144.25
"1977-08-25",144.2
"1977-08-26",145
"1977-08-30",146.15
"1977-08-31",146
"1977-09-01",145.43
"1977-09-02",146.4
"1977-09-05",147.85
"1977-09-06",147.3
"1977-09-07",147.65
"1977-09-08",147.5
"1977-09-09",147.45
"1977-09-12",148.3
"1977-09-13",147.5
"1977-09-14",147.9
"1977-09-15",147.9
"1977-09-16",148.3
"1977-09-19",149.75
"1977-09-20",149.9
"1977-09-21",151.3
"1977-09-22",151.6
"1977-09-23",150.9
"1977-09-26",153
"1977-09-27",152.7
"1977-09-28",153.85
"1977-09-29",153
"1977-09-30",154.05
"1977-10-03",155.45
"1977-10-04",154.85
"1977-10-05",155.05
"1977-10-06",154
"1977-10-07",153.95
"1977-10-10",157.15
"1977-10-11",156.85
"1977-10-12",157.75
"1977-10-13",157.95
"1977-10-14",157.8
"1977-10-17",160.2
"1977-10-18",160.3
"1977-10-19",161.6
"1977-10-20",160.1
"1977-10-21",161.2
"1977-10-24",163.25
"1977-10-25",162.85
"1977-10-26",162.9
"1977-10-27",160.15
"1977-10-28",161.2
"1977-10-31",161.5
"1977-11-01",162.5
"1977-11-02",161.5
"1977-11-03",164.25
"1977-11-04",165.9
"1977-11-07",166.4
"1977-11-08",164.8
"1977-11-09",167.5
"1977-11-10",166.9
"1977-11-11",167.95
"1977-11-14",165.2
"1977-11-15",162.65
"1977-11-16",160.25
"1977-11-17",158.65
"1977-11-18",160.85
"1977-11-21",157.7
"1977-11-22",156.15
"1977-11-23",159.3
"1977-11-24",158.9
"1977-11-25",158
"1977-11-28",161.6
"1977-11-29",159.2
"1977-11-30",160.05
"1977-12-01",160.3
"1977-12-02",158.75
"1977-12-05",159.5
"1977-12-06",159.85
"1977-12-07",160.3
"1977-12-08",160.9
"1977-12-09",158.55
"1977-12-12",158.8
"1977-12-13",157.6
"1977-12-14",160.1
"1977-12-15",158.85
"1977-12-16",160
"1977-12-19",160.1
"1977-12-20",159.5
"1977-12-21",160.3
"1977-12-22",159.4
"1977-12-23",null
"1977-12-28",164.8
"1977-12-29",166
"1977-12-30",164.95
"1978-01-03",169.2
"1978-01-04",171.85
"1978-01-05",165.7
"1978-01-06",169.9
"1978-01-09",170.25
"1978-01-10",173.1
"1978-01-11",172.15
"1978-01-12",173.55
"1978-01-13",172.45
"1978-01-16",174.9
"1978-01-17",172.95
"1978-01-18",171.95
"1978-01-19",173.45
"1978-01-20",173.05
"1978-01-23",175.2
"1978-01-24",176.45
"1978-01-25",177.5
"1978-01-26",175.8
"1978-01-27",176.4
"1978-01-30",175.2
"1978-01-31",175.75
"1978-02-01",176.4
"1978-02-02",174.85
"1978-02-03",175.25
"1978-02-06",175.6
"1978-02-07",175.2
"1978-02-08",174.7
"1978-02-09",172.85
"1978-02-10",174.6
"1978-02-13",177
"1978-02-14",177.4
"1978-02-15",178.6
"1978-02-16",179.35
"1978-02-17",179.45
"1978-02-20",182.25
"1978-02-21",181.45
"1978-02-22",181.15
"1978-02-23",183.2
"1978-02-24",180.75
"1978-02-27",180.8
"1978-02-28",182.25
"1978-03-01",182.5
"1978-03-02",184.25
"1978-03-03",183.45
"1978-03-06",184.4
"1978-03-07",186.25
"1978-03-08",190
"1978-03-09",188.3
"1978-03-10",185.9
"1978-03-13",186.5
"1978-03-14",188.05
"1978-03-15",186.35
"1978-03-16",184.25
"1978-03-17",183.2
"1978-03-20",181
"1978-03-21",177.3
"1978-03-22",179.35
"1978-03-23",179.3
"1978-03-28",183.8
"1978-03-29",181.4
"1978-03-30",179.75
"1978-03-31",181.6
"1978-04-03",183.4
"1978-04-04",180.5
"1978-04-05",178.4
"1978-04-06",181
"1978-04-07",179.1
"1978-04-10",178.7
"1978-04-11",179.6
"1978-04-12",180
"1978-04-13",178.6
"1978-04-14",178.5
"1978-04-17",174.3
"1978-04-18",173.5
"1978-04-19",174.65
"1978-04-20",168.55
"1978-04-21",170.9
"1978-04-24",168.5
"1978-04-25",167.65
"1978-04-26",168.9
"1978-04-27",169.9
"1978-04-28",170.85
"1978-05-02",168.9
"1978-05-03",170.45
"1978-05-04",173.3
"1978-05-05",172.8
"1978-05-08",172.2
"1978-05-09",172.7
"1978-05-10",173.95
"1978-05-11",175.35
"1978-05-12",174.7
"1978-05-15",175.25
"1978-05-16",175.8
"1978-05-17",177.5
"1978-05-18",177.9
"1978-05-19",178.8
"1978-05-22",179.2
"1978-05-23",179.75
"1978-05-24",179.4
"1978-05-25",178.6
"1978-05-26",179.45
"1978-05-30",182.3
"1978-05-31",184.15
"1978-06-01",183
"1978-06-02",184.75
"1978-06-05",183.05
"1978-06-06",181.05
"1978-06-07",182.95
"1978-06-08",182.6
"1978-06-09",181.3
"1978-06-12",180.55
"1978-06-13",182.35
"1978-06-14",183.7
"1978-06-15",182.15
"1978-06-16",184.6
"1978-06-19",184.6
"1978-06-20",186.5
"1978-06-21",186.35
"1978-06-22",185.3
"1978-06-23",185.55
"1978-06-26",185.25
"1978-06-27",184.25
"1978-06-28",185.35
"1978-06-29",184.3
"1978-06-30",183.05
"1978-07-03",183.25
"1978-07-04",184.4
"1978-07-05",184.2
"1978-07-06",182.75
"1978-07-07",183.95
"1978-07-10",186.05
"1978-07-11",185.5
"1978-07-12",186.3
"1978-07-13",186.7
"1978-07-14",186
"1978-07-17",185.05
"1978-07-18",184.85
"1978-07-19",185.7
"1978-07-20",188.4
"1978-07-21",191.75
"1978-07-24",195.2
"1978-07-25",193.3
"1978-07-26",194.3
"1978-07-27",194.05
"1978-07-28",201.3
"1978-07-31",200.25
"1978-08-01",205.1
"1978-08-02",203.25
"1978-08-03",202.2
"1978-08-04",201.55
"1978-08-07",204.05
"1978-08-08",206.95
"1978-08-09",207.95
"1978-08-10",206.5
"1978-08-11",211.15
"1978-08-14",213.5
"1978-08-15",213.2
"1978-08-16",215.75
"1978-08-17",209
"1978-08-18",211.75
"1978-08-21",204.9
"1978-08-22",207.4
"1978-08-23",200.2
"1978-08-24",203
"1978-08-25",198
"1978-08-29",199.7
"1978-08-30",204.8
"1978-08-31",208.7
"1978-09-01",208
"1978-09-04",211.5
"1978-09-05",209.45
"1978-09-06",212
"1978-09-07",210.5
"1978-09-08",205.9
"1978-09-11",205.65
"1978-09-12",208
"1978-09-13",209.7
"1978-09-14",209.25
"1978-09-15",212.15
"1978-09-18",210
"1978-09-19",211.45
"1978-09-20",213.6
"1978-09-21",215.65
"1978-09-22",214.35
"1978-09-25",218.4
"1978-09-26",218.25
"1978-09-27",214.8
"1978-09-28",217.9
"1978-09-29",217.1
"1978-10-02",217.1
"1978-10-03",221.4
"1978-10-04",223.5
"1978-10-05",222.7
"1978-10-06",223.1
"1978-10-09",222.45
"1978-10-10",225.3
"1978-10-11",226.3
"1978-10-12",225.55
"1978-10-13",224.5
"1978-10-16",223.4
"1978-10-17",227.75
"1978-10-18",229
"1978-10-19",225.65
"1978-10-20",227.95
"1978-10-23",226.75
"1978-10-24",225.8
"1978-10-25",230.9
"1978-10-26",233.7
"1978-10-27",234.5
"1978-10-30",242.75
"1978-10-31",242.6
"1978-11-01",227.5
"1978-11-02",221.5
"1978-11-03",215.2
"1978-11-06",210
"1978-11-07",216.35
"1978-11-08",218.8
"1978-11-09",213.7
"1978-11-10",206.25
"1978-11-13",208.1
"1978-11-14",211
"1978-11-15",204.15
"1978-11-16",196.3
"1978-11-17",197.95
"1978-11-20",198.85
"1978-11-21",200.2
"1978-11-22",199
"1978-11-23",202.5
"1978-11-24",202.7
"1978-11-27",198.4
"1978-11-28",196.15
"1978-11-29",195.6
"1978-11-30",193.4
"1978-12-01",194.65
"1978-12-04",199.25
"1978-12-05",196.4
"1978-12-06",196.25
"1978-12-07",198.3
"1978-12-08",202
"1978-12-11",207
"1978-12-12",201.9
"1978-12-13",202.85
"1978-12-14",204
"1978-12-15",205.6
"1978-12-18",212.9
"1978-12-19",216.3
"1978-12-20",216.6
"1978-12-21",212.6
"1978-12-22",215.1
"1978-12-27",220.5
"1978-12-28",220.65
"1978-12-29",226
"1979-01-02",226.8
"1979-01-03",218.6
"1979-01-04",223.15
"1979-01-05",225.5
"1979-01-08",223.1
"1979-01-09",224
"1979-01-10",220.7
"1979-01-11",220.65
"1979-01-12",217.6
"1979-01-15",216.85
"1979-01-16",220.65
"1979-01-17",227.25
"1979-01-18",231.75
"1979-01-19",230.55
"1979-01-22",235
"1979-01-23",230
"1979-01-24",236.1
"1979-01-25",233.85
"1979-01-26",235.45
"1979-01-29",235.2
"1979-01-30",233.5
"1979-01-31",233.7
"1979-02-01",229.35
"1979-02-02",230.3
"1979-02-05",243.1
"1979-02-06",244.5
"1979-02-07",251.6
"1979-02-08",250.5
"1979-02-09",246.75
"1979-02-12",244.25
"1979-02-13",240.6
"1979-02-14",240.65
"1979-02-15",247.75
"1979-02-16",247.05
"1979-02-19",248.1
"1979-02-20",247
"1979-02-21",250.75
"1979-02-22",252.35
"1979-02-23",251
"1979-02-26",248.6
"1979-02-27",247.9
"1979-02-28",251.3
"1979-03-01",248.8
"1979-03-02",248
"1979-03-05",238.15
"1979-03-06",239.75
"1979-03-07",242.25
"1979-03-08",239.2
"1979-03-09",241
"1979-03-12",240
"1979-03-13",239.1
"1979-03-14",239.5
"1979-03-15",240.1
"1979-03-16",244
"1979-03-19",242.25
"1979-03-20",242.1
"1979-03-21",239.9
"1979-03-22",242.85
"1979-03-23",242.5
"1979-03-26",245.25
"1979-03-27",244.35
"1979-03-28",244.4
"1979-03-29",241.5
"1979-03-30",240.1
"1979-04-02",239.7
"1979-04-03",240
"1979-04-04",239.75
"1979-04-05",240.65
"1979-04-06",239.75
"1979-04-09",240.2
"1979-04-10",239.75
"1979-04-11",238.35
"1979-04-12",233.95
"1979-04-17",231.9
"1979-04-18",233.2
"1979-04-19",240.9
"1979-04-20",236.4
"1979-04-23",236.85
"1979-04-24",239.7
"1979-04-25",241.8
"1979-04-26",242.2
"1979-04-27",243.7
"1979-04-30",245.3
"1979-05-01",247.3
"1979-05-02",246.3
"1979-05-03",246.5
"1979-05-04",248.45
"1979-05-08",248.95
"1979-05-09",247.95
"1979-05-10",252.25
"1979-05-11",251.5
"1979-05-14",251
"1979-05-15",255.5
"1979-05-16",256.5
"1979-05-17",256.8
"1979-05-18",256.4
"1979-05-21",262
"1979-05-22",265.4
"1979-05-23",264.15
"1979-05-24",263.75
"1979-05-25",270.6
"1979-05-29",273.8
